Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
208436,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-300,2 to 10,3,Other,2002-01-08,No damage,2,SOUTHWEST AIRLINES,California,Take-off run,,False,False,VERY SMALL BIRDS.,Small,Some Cloud,Unknown bird - small,Y,0,0.0,0,Yes
214743,Airplane,JONESBORO MUNICIPAL ARPT,< 1000 ft,FAIRCHILD SA227,2 to 10,6,Engine Shut Down,2002-01-10,Caused damage,2,BUSINESS,Arkansas,Approach,,False,False,1ST STAGE IMPELLER WAS DESTROYED BY BIRD INGESTION. PIECES OF METAL AND BIRD WENT THRU THE ENG CAUSING MAJOR DMG. UNCONTAINED FAILURE. MAYBE WHITE GEESE. ASSUME SNOW GEESE FROM DATE AND LOCATION,Large,Overcast,Snow goose,N,169877,800.0,0,No
213290,Airplane,NASHVILLE INTL,< 1000 ft,EMB-145,2 to 10,7,Precautionary Landing,2002-01-13,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Tennessee,Climb,,False,False,ATIS WARNING. STARLINGS?,Small,No Cloud,European starling,Y,0,200.0,0,No
209116,Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,EMB-135,2 to 10,7,Aborted Take-off,2002-02-15,No damage,2,AMERICAN EAGLE AIRLINES,Rhode Island,Take-off run,,False,False,CAPT REPTD 30-40 BIRDS FLEW ACROSS RWY. ABTD T/O TO CHECK A/C. 1-2 BIRDS FOUND IN NOSE GEAR AND HOUSING.,Small,Overcast,Snow bunting,N,0,0.0,0,No
213882,Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,FOKKER F100,2 to 10,9,Precautionary Landing,2002-02-24,Caused damage,2,AMERICAN AIRLINES,Texas,Climb,,True,True,"ID BY SMITHSONIAN, FAA 183 &189. DAMAGE TO RT WING LE, #2 ENG COMPRESSOR BLADES AND NOSE JUST BEHIND RADOME. REPLACED ENG DUE TO NUMEROUS COMPRESSOR AND FAN BLADES DMGD & INLET DMG. REPLACED FWD E & E DOOR.  RT ENG FAILED. AIRLINE & ARPT SENT REMAINS.  OT",Large,Some Cloud,Greater white-fronted goose,Y,828806,7000.0,0,No
216541,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,2,Aborted Take-off,2002-03-09,Caused damage,2,ATLANTIC COAST AIRLINES,DC,Take-off run,,True,False,"2 TURKEYS. T/O ABORTED BEFORE V1. 3 CREW AND 50 PAX ONBOARD. #2 ENG INLET, INNER PANEL OF WINDSHLD AND AT 14 BY 4 INCH SECTION OF FUSELAGE SKIN JUST BELOW WINDSHLD WERE DAMAGED. TURKEY ENTERED THE COCKPIT SPRAYING GLASS AND  PIECES OF BIRD MATTER ON FLT C",Large,Overcast,Wild turkey,N,253548,0.0,0,No
211300,Airplane,KANSAS CITY INTL,> 1000 ft,A-319,2 to 10,10,Precautionary Landing,2002-03-23,Caused damage,2,AMERICA WEST AIRLINES,Missouri,Climb,,True,True,"ID BY SMITHSONIAN, FAA 202, 208 AND 210. PILOT SAW FLOCK AND TURNED OFF AUTOPILOT AND MANUEVERED TO AVOID THEM. SOME BIRDS SCATTERED AND STARTED TO DIVE TOWARD THE A/C. AVOIDANCE WAS WITHIN NORMAL FLT PARAMETERS. PILOT REPTD BIRDS AS GULL.S. BIRD PENETRAT",Large,Some Cloud,Snow goose,Y,0,7500.0,0,No
210006,Airplane,VALLEY INTL,> 1000 ft,B-737-300,2 to 10,6,Other,2002-03-25,No damage,2,SOUTHWEST AIRLINES,Texas,Climb,,False,False,ON CLIMB-OUT PILOTS SAW 3-5 BIRDS PASS OFF LEFT SIDE OF A/C. THEN HEARD THUMPS. WHILE APPROACHING CRUISE FEEL DIFFERENTIAL PRESSURE LIGHT CAME ON. AND REMAIED ON UNTIL DESCENT. POST FLT INSPN FOUND REMAINS IN LEFT RUDDER PITOT TUBE. TIME OUT OF SERVICE WA,Medium,Some Cloud,Unknown bird - medium,N,0,1200.0,0,Yes
212708,Airplane,HARRISBURG INTL,< 1000 ft,B-737-300,2 to 10,7,Other,2002-03-30,Caused damage,2,US AIRWAYS*,Pennsylvania,Approach,,False,False,BIRD INGESTION DURING FLARE. NO ENG PROBLEMS NOTED ON TAXI IN. MX CALLED TO CHECK ENG. HIT SEVERAL GULLS. PROGRAMMED ENG FOR BORESCOPE INSPN 10 CYCLES OR 15 HRS. OK FOR SVC. FOUND DMG TO L WING OTBD AFT FLAP . PART CHANGED THE NEXT DAY WHEN FOUND.,Medium,Some Cloud,Ring-billed gull,N,0,50.0,0,Yes
213499,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-757-200,2 to 10,6,Other,2002-03-31,No damage,2,DELTA AIR LINES,Florida,Landing Roll,,False,False,PILOT REPTD STRIKING 2 LARGE BIRDS ON LDG FLARE. NO DMG. SLIGHT DELAY TO DEPARTURE FLT WHILE INSPN AND CLEANUP WAS COMPLETED.,Large,Some Cloud,Turkey vulture,Y,0,0.0,0,Yes
212863,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-400,2 to 10,10,Precautionary Landing,2002-04-26,Caused damage,2,ALASKA AIRLINES,California,Climb,,False,False,ATIS WARNING. 1 OR MORE BIRDS INGESTED DURING T/O CLIMB AND BELOW 500 FT. LOW FREQUENCY VIBRATION NOTED. LANDED UNEVENTFULLY. DMG NOTED ON ABOUT 5 BLADES.,Small,No Cloud,European starling,Y,0,400.0,0,Yes
212553,Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,DC-9-30,2 to 10,2,Precautionary Landing,2002-05-01,Caused damage,2,NORTHWEST AIRLINES,Minnesota,Climb,,True,True,PILOT ADZ TWR 50 MI NW OF MSP OF A BIRD STRIKE ON TAKEOFF AND RETD. A/C LANDED W/O INCIDENT. INSPN FOUND MINOR DMG TO RT WING. BIRD ID BY SMITHSONIAN FAA 233. (FIRST REPTD AS GEESE),Large,Some Cloud,Double-crested cormorant,Y,0,2500.0,0,No
214469,Airplane,DENVER INTL AIRPORT,> 1000 ft,B-737-300,2 to 10,9,Precautionary Landing,2002-05-12,No damage,2,AMERICA WEST AIRLINES,Colorado,Climb,,False,False,"AFTER T/O, BURNT SMELL LIKE CHICKEN WAS NOTICED IN FD THAT LASTED 1-2 MINS. FA STATED VIBRATION FROM FWD GALLEY TO OVER WING. RETD TO DEN. NO PROBLEMS FOUND. BIRD MUST HAVE GONE THRU BY-PAS",Small,No Cloud,Unknown bird - small,N,0,10000.0,0,Yes
215731,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-300,2 to 10,10,Aborted Take-off,2002-05-12,Caused damage,2,AMERICAN AIRLINES,New York,Take-off run,Rain,False,False,3 PIGEONS HIT #1 ENG. NO DMG WAS VIZ BUT ENG WILL BE TAKEN APART AND FURTHER INSPCTD. REPLACED PAIR OF FAN BLADES 19/22. TIRES 3 AND 7 DEFLATED. ORIG FLT CHANGED EQUIPMENT AND DEPARTED 3 HRS LATE. (DATE ENTRY NOTE: REPT FROM AIRPORT SHOWED NO DMG.) HIGH S,Small,Overcast,Rock pigeon,Y,0,0.0,0,No
213122,Airplane,CUYAHOGA COUNTY ARPT,< 1000 ft,BE-400 BJET,2 to 10,7,Aborted Take-off,2002-05-15,No damage,2,BUSINESS,Ohio,Take-off run,,False,False,BIRD STRIKE JUST PRIOR TO V1. CAPT CALLED FOR ABORT AND INITIATED EMERG. TAKE OFF ABORT PROCEDURES. A/C TAXIED BACK TO RAMP. INSPN FOUND NO DMG. NO INJURIES.,Small,Some Cloud,Unknown bird - small,N,0,0.0,0,No
215786,Airplane,JEFFERSON CITY MEMORIAL ARPT,< 1000 ft,CITATION X,2 to 10,8,Precautionary Landing,2002-05-27,No damage,2,BUSINESS,Missouri,Climb,,False,False,CROW OR SIMILAR SIZE. BIRD IT UPPER CO/P'S WINDOW. NO CONTROL PROBLEMS. FOUND BIRD REMAINS N RT WING LE. NO VIZ DMG.FOUND UPON INSPN.,Medium,No Cloud,Unknown bird - medium,N,0,150.0,0,No
214941,Airplane,BURKE LAKEFRONT,< 1000 ft,C-650,2 to 10,5,Other,2002-06-13,No damage,2,BUSINESS,Ohio,Approach,,False,False,"AS A/C NEARED THE TOUCHDOWN POINT, BIRDS WENT AIRBORNE FROM THE GRASS ADJACENT TO THE RWY. A/C DID GO AROUND AND LANDED W/O INCIDENT.",Small,Some Cloud,European starling,Y,0,50.0,0,No
215315,Airplane,NW ARKANSAS REGIONAL,< 1000 ft,EMB-145,2 to 10,3,Precautionary Landing,2002-06-26,No damage,2,AMERICAN EAGLE AIRLINES,Arkansas,Climb,,False,False,"NO DMG. # BIRDS STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,Some Cloud,Unknown bird - small,N,0,50.0,0,No
218269,Airplane,WICHITA MID-CONTINENT ARPT,< 1000 ft,CITATION X,2 to 10,10,Precautionary Landing,2002-06-26,Caused damage,2,BUSINESS,Kansas,Take-off run,,False,False,DOVES?,Small,No Cloud,Unknown bird - small,N,0,0.0,0,No
215644,Airplane,TYLER POUNDS FIELD,< 1000 ft,SAAB-340,2 to 10,6,Aborted Take-off,2002-06-30,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Take-off run,,False,False,NO DMG. #2 ENG REIGNITED AS SOON AS THE INTERRPUTION WAS DONE. RELIT IN LESS THAN 5 SECONDS. 50% THRUST LOSS. 3 BIRDS INGESTED.,Small,Some Cloud,Unknown bird - small,N,0,0.0,0,No
216154,Airplane,SACRAMENTO INTL,< 1000 ft,MD-80,2 to 10,2,Aborted Take-off,2002-07-02,No damage,2,ALASKA AIRLINES,California,Take-off run,,True,True,7 SWALLOWS. (THOUGHT TO BE CLIFF SWALLOWS AT FIRST). BIRD ID BY SMITHSONIAN FAA 277.,Small,No Cloud,Tree swallow,N,0,0.0,0,No
211297,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,10,Aborted Take-off,2002-07-08,No damage,2,ATLANTIC COAST AIRLINES,DC,Take-off run,,True,False,ATIS WARNING. NO DMG REPTD.,Small,Some Cloud,Mourning dove,Y,0,0.0,0,No
217894,Airplane,SARASOTA-BRADENTON,< 1000 ft,B-737-300,2 to 10,4,Precautionary Landing,2002-07-10,Caused damage,2,US AIRWAYS*,Florida,Climb,,False,False,STRIKE WAS AT ROTATION. OVERWEIGHT LANDING AT TPA. SRQ WAS NOT NOTIFIED OF THE STRIKE.  #2 ENG HAD GOLF BALL SIZED HOLE IN SOME OF THE BLADES. 4 PAIRS OF BLADES REPLACED. NOSE COWL DMG. PUNCTURED IN 2 LOCATIONS OF ACOUSTICAL PANEL. OVERT LDG INSPN. DENT W,Medium,No Cloud,Unknown bird - medium,N,0,20.0,0,Yes
215106,Airplane,AQUASCALIENTES,< 1000 ft,EMB-145,2 to 10,10,Other,2002-07-18,No damage,2,AMERICAN EAGLE AIRLINES,,Approach,,False,False,NO DMG. AIRCRAFT OUT OF SERVICE FOR 2.5 HOURS.,Small,No Cloud,Unknown bird - small,N,0,25.0,0,No
214466,Airplane,PORTLAND INTL (OR),< 1000 ft,C-208,2 to 10,4,Precautionary Landing,2002-08-02,Caused damage,1,FEDEX EXPRESS,Oregon,Climb,,True,False,DMG TO L LDG LIGHT. BIRD IS BY WILDF BIOL,Small,Some Cloud,European starling,Y,467,100.0,0,No
216580,Airplane,GAINESVILLE REG ARPT,< 1000 ft,DHC8 DASH 8,2 to 10,7,Precautionary Landing,2002-08-11,No damage,2,PIEDMONT AIRLINES,Florida,Take-off run,,False,False,QUAILS? ALT REPTD ALT REPTD 0-100 FEET AGL. HIT 2 BIRDS ON T/O. RETD TO LAND AND CHECK DMG. ALSO REPTD ADDITIONAL STRIKES ON LDG.,Small,No Cloud,Unknown bird - small,N,0,0.0,0,No
215484,Airplane,LOGAN INTL,< 1000 ft,B-767-200,2 to 10,2,Precautionary Landing,2002-08-21,Caused damage,2,UNITED AIRLINES,Massachusetts,Take-off run,,True,False,"REMAINS FOUND ON RWY. 1 WHOLE AND 1 PARTIAL BIRD. 5 BIRDS SEEN ON CENTERLINE, AT LEAST 4 STRUCK, AT LEAST 2 INGESTED, 1 IN EACH ENG. COMPRESSION STALL, FLAMES SEEN BY TWR. ENG RAN OK AFTER STALL. OVER TEMP WARNING IN #1 ENG. OVERWT LANDING. CANCELLED FLT.",Small,No Cloud,Whimbrel,Y,0,0.0,0,Yes
208631,Airplane,VAN NUYS ARPT,< 1000 ft,GULFAERO III,2 to 10,4,Aborted Take-off,2002-08-25,Caused damage,2,BUSINESS,California,Take-off run,,True,False,"DMG TO STATOR, N1 FAN AND COMPRESSOR. ENG WAS CHANGED. (THIS WAS REPORTED ON STRIKE FORM 8/29/02 FROM SECOND STRIKE AT VNY) ENG MANU SHOWS NO ENG DMG.",Small,No Cloud,Rock pigeon,N,4437,0.0,0,No
217103,Airplane,SALT LAKE CITY INTL,> 1000 ft,CL-RJ100/200,2 to 10,5,Other,2002-08-30,Caused damage,2,SKYWEST AIRLINES,Utah,Climb,,False,False,"DMG TO NOSE GEAR DOOR BULKHEAD, NOSE GEAR DOOR, RADOME AND L WING ROOT. A/C LANDED W/O INCIDENT AT PASCO.",Large,No Cloud,Unknown bird - large,N,0,5000.0,0,No
215700,Airplane,LA CROSSE MUNICIPAL AIRPORT,< 1000 ft,DC-9-30,2 to 10,8,Engine Shut Down,2002-09-17,Caused damage,2,NORTHWEST AIRLINES,Wisconsin,Take-off run,,True,False,RADOME CRACKED & SUPPORTING BRACKETS DMGD. #1 ENG FANS DMGD TO 3RD STAGE AND REMOVED AND REPLACED ENG. HIT 4 GEESE. INGESTION INTO ENG.,Large,No Cloud,Canada goose,N,0,0.0,0,No
215316,Airplane,RICHARD LLOYD JONES JR ARPT,< 1000 ft,C-172,2 to 10,6,Precautionary Landing,2002-09-19,No damage,1,BUSINESS,Oklahoma,Climb,Rain,False,False,"BIRDS WERE NOT AROUND WHEN AIRCRAFT WAS TURNED ONTO RWY. AFTER CLEARED FOR T/O, BIRDS FLEW IN FROM BTWN RWYS & LANDED AROUND THE 1000' MARK.",Small,Overcast,Unknown bird - small,N,0,5.0,0,No
212713,Airplane,SAN DIEGO INTL,> 1000 ft,MD-83,2 to 10,8,Precautionary Landing,2002-09-23,Caused damage,2,AMERICAN AIRLINES,California,Climb,,True,True,"ID BY SMITHSONIAN, FAA 325  & FAA 327. SAN-ORD HIT A FLOCK OF BIRDS & WAS DIVERTED TO LAX WHERE WS BIOL EXAMINED DMG AND COLLECTED. . PENETRATED RADOME (HOLE 8"" X 10"") AND FIREWALL ENDING UP IN THE BACK OF THE LANDING GEAR COMPARTMENT. LEADING EDGE OF SLA",Medium,No Cloud,Northern pintail,N,5564,14000.0,0,No
212006,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,2 to 10,10,Aborted Take-off,2002-09-24,Caused damage,2,AMERICAN EAGLE AIRLINES,Texas,Take-off run,,False,False,CRACKED TAXI LIGHT LENS. REPLACED.,Small,No Cloud,Rock pigeon,N,0,0.0,0,No
217819,Airplane,PHILADELPHIA INTL,< 1000 ft,A-319,2 to 10,5,Other,2002-09-28,Caused damage,2,US AIRWAYS*,Pennsylvania,Approach,,False,False,ATIS WARNING. SEVERE RADOME DMG. OUTBOUND FLT CANCELLED.,Large,No Cloud,Canada goose,Y,0,300.0,0,No
213785,Airplane,ALBANY INTL,> 1000 ft,DHC8 DASH 8,2 to 10,6,Other,2002-10-14,Caused damage,2,ALLEGHENYAIRLINES,New York,Descent,,True,True,"20 MI W OF ALB, A BIG FLOCK OF GEESE WAS SEEN. F/O DISCONNECTED AUTO-PILOT & TRIED TO AVOID THE FLOCK. FELT AND HEARD STRIKES. A/C HAD NO CONTROL PROBLEMS BUT AFTER LANDING FOUND 1 BIRD STICKING OUT OF THE WING. IT HAD PENETRATED THE FRONT SPAR AND CAUSED",Large,No Cloud,Canada goose,N,0,4000.0,0,No
211318,Airplane,MIAMI INTL,< 1000 ft,A-319,2 to 10,7,Aborted Take-off,2002-10-20,Caused damage,2,NORTHWEST AIRLINES,Florida,Take-off run,,False,False,CAPT SAW A FLOCK OF BIRDS ON T/O NEAR V1. 1 HIT NOSE AND 1 WAS INGESTED AND HAD AN ENG STALL. HIGH SPEED ABORT CAUSED EXCESSIVE BRAKE TEMP AND TIRE DELFATION. BORESCOPED ENG. NO DMG. 3 TIRE FUSE PLUGS MELTED. PAX DEPLANCED VIA STAIRS AND BUSED TO TERMINAL,Small,Some Cloud,Unknown bird - small,Y,0,0.0,0,No
217587,Airplane,MEMORIAL FIELD,< 1000 ft,BE-1900,2 to 10,2,Aborted Take-off,2002-10-21,No damage,2,AIR MIDWEST,Arkansas,Take-off run,,False,False,"NO VIZ DMG. (DATA ENTRY: REPTS DIFFER ON PHASE AND EFFECT, 1 SAID HIT BIRD ON DEPTR AND RETRD TO LAND W/O INCIDENT)",Large,Overcast,Canada goose,N,0,0.0,0,No
214400,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,A-319,2 to 10,3,Precautionary Landing,2002-10-27,Caused damage,2,NORTHWEST AIRLINES,Florida,Take-off run,,True,False,BIRDSTRIKE JUST BELOW V1. CONTD FLT BUT DIVERTED TO MIA. INGESTION CAUSED VIBRATION. SHUTDOWN ENG. REMOVED AND REPLACED. 3 BLADES WERE DAMAGED. (DATA ENTRY NOTE: BIRD FIRST REPORTED AS WHITE CRANE. CONTACTED ARPT OPS FOR SPECIES. ENG MANU REPORTED 1 BIRD,Small,Some Cloud,Cattle egret,Y,0,0.0,0,No
216599,Airplane,JOHN F KENNEDY INTL,> 1000 ft,CL-RJ100/200,2 to 10,7,Precautionary Landing,2002-10-29,Caused damage,2,ATLANTIC SOUTHEAST,New York,Climb,,True,True,"ENG HAD BENT FAN BLADES, DENTED SPINNER AND POPPED RIVETS ON COWLING. ENG WILL BE BORESCOPED. ID BY SMITHSONIAN FAA 353",Large,No Cloud,Canada goose,Y,0,2000.0,0,No
222036,Airplane,JOHN C TUNE ARPT,< 1000 ft,BE-90  KING,2 to 10,9,Aborted Take-off,2002-10-31,No damage,2,BUSINESS,Tennessee,Take-off run,,False,False,"DOVE? NO DMG. REPTD AS DOVE, ASSUME MOURNING.",Small,Overcast,Mourning dove,N,0,0.0,0,No
216926,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,C-402,2 to 10,2,Aborted Take-off,2002-11-13,No damage,2,ISLAND EXPRESS,Florida,Take-off run,,False,False,ATIS WARNING. NO DMG. HIT 2 BIRDS,Medium,No Cloud,Unknown bird - medium,Y,0,0.0,0,No
218626,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,C-402,2 to 10,10,Aborted Take-off,2002-11-13,No damage,2,BUSINESS,Florida,Take-off run,,True,False,3 BIRDS STRUCK. PILOT ABORTED T/O ON RWY 27L FOR A/C INSPN. AND TOOK OF ON RWY 31. RWY 27L REMAINED CLOSED FOR CLEAN UP.,Small,Some Cloud,Cattle egret,Y,0,0.0,0,No
215288,Airplane,SLIDELL AIRPORT,< 1000 ft,C-441 CONQUE,2 to 10,5,Engine Shut Down,2002-11-20,Caused damage,2,BUSINESS,Louisiana,Landing Roll,,False,False,"TWO DEER STRUCK BOTH ENGINES (PROPS) SHORTLY AFTER TOUCHDOWN. BENT BOTH PROPS, DAMAGED L ENGINE INLET, TORE OF LEFT GEAR DOOR.",Large,Overcast,White-tailed deer,N,163538,0.0,0,No
224628,Airplane,ATLANTA INTL,< 1000 ft,B-757-200,2 to 10,5,Precautionary Landing,2002-11-24,No damage,2,DELTA AIR LINES,Georgia,Climb,,False,False,"NO DMG. FOUND EVIDENCE OF MULTIPLE STRIKES ON BOTH SIDES OF RADOME, F/O'S WINDSHLD AND L ENG SPINNER",Small,No Cloud,Unknown bird - small,N,0,800.0,0,Yes
220596,Airplane,SACRAMENTO INTL,< 1000 ft,A-319,2 to 10,3,Precautionary Landing,2003-01-02,Caused damage,2,AMERICA WEST AIRLINES,California,Climb,Fog,False,False,"LARGE, WHITE BIRDS. UNSPECIFIED DMG TO NOSE AND RIGHT UNDER WING.",Large,Some Cloud,Unknown bird - large,Y,0,800.0,0,No
213336,Airplane,ROGUE VALLEY INTL,< 1000 ft,DHC8 DASH 8,2 to 10,4,Precautionary Landing,2003-01-08,Caused damage,2,HORIZON AIR,Oregon,Approach,,True,True,"7-8 BIRDS SUDDENLY APPEARED I FRONT OF A/C. SEVERAL HIT NOSE & WINDSHLD. FORCE OF IMPACT FRACTURED INNER PANE ON CAPT SIDE. NUMEROUS SMALL PIECES OF GLASS IHT CPT IN FACE, SCALP & CHEST. HE TURNED CONTROL OVER TO F/O FOR LDG. EMERG POWER SWITCHED ON AFTER",Medium,No Cloud,Lesser scaup,N,123476,1000.0,1,No
213824,Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-500,2 to 10,10,Precautionary Landing,2003-01-15,Caused damage,2,SOUTHWEST AIRLINES,Louisiana,Climb,,True,True,ATIS WARNING. BIRD REPTD AS GULL /WATERFOWL.  ID BY SMITHSONIAN WAS ROCK DOVE. UPON GEAR RETRACTION PILOT SAW 2 BIRDS AND FELT A THUMP ON #1 ENG. HE DECIDED TO MAKE A PREC. LDG. DURING INSPN FOUND 2-4 BLADES DAMAGED. THEY WILL BE CHANGED. ENG MANU REPTD 1,Small,No Cloud,Rock pigeon,Y,0,400.0,0,Yes
219912,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,A-320,2 to 10,9,Aborted Take-off,2003-01-16,Caused damage,2,UNITED AIRLINES,California,Take-off run,,False,False,"BANDED RACING PIGEON. SML FLOCK OF BIRDS CROSSED RWY. SEVERAL IMPACTS HEARD. BUZZING BEGAN FROM #1 ENG. BIRD INGESTED. DMG TO #1 ENG, LEFT FLAP WELLS AND BOTH RT MAIN TIRES.A/C WAS TOWED TO GATE.  REPLACED ENG. HIT ABOUT 12 BIRDS. ID FROM ENG MANU",Small,No Cloud,Rock pigeon,Y,0,0.0,0,No
219757,Airplane,HONOLULU INTL ARPT,< 1000 ft,B-737-200,2 to 10,10,Aborted Take-off,2003-03-15,Caused damage,2,ALOHA AIRLINES,Hawaii,Take-off run,Rain,True,False,"ABORTED T/O DUE TO POSSIBLE BIRDSTRIKE AND RETD TO GATE.  FLOCK OF BIRDS INGESTED INTO #1 ENG. COMPRESSOR STALLED. REMAINS FOUND BY STATE RAMP CONTROL.   (DATA ENTRY NOTE: TIME OF STRIKE DIFFERED, 1 REPT HAD 1124AM, LOCAL TIME,  ANOTHER HAD 1724 PST AND A",Small,Overcast,Pacific golden-plover,N,1482,0.0,0,Yes
220713,Airplane,KANSAS CITY INTL,< 1000 ft,MD-80,2 to 10,8,Precautionary Landing,2003-03-26,No damage,2,AMERICAN AIRLINES,Missouri,Climb,,True,True,ID BY SMITHSONIAN FAA 417. 2 ROBINS. ALT REPTD AS 500' AND 1000',Small,No Cloud,American robin,N,0,500.0,0,No
217420,Airplane,CAPITAL CITY (MI),< 1000 ft,PA-28,2 to 10,3,Precautionary Landing,2003-04-24,Caused damage,1,BUSINESS,Michigan,Approach,,False,False,"TWR WAS ADVISED BY CRASH PHONE THAT AN A/C HAD A PROBLEM AND ASKED FOR AN IMMEDIATE LANDING. TWR SAID PILOT BELIEVED HE HAD STRUCK A BIRD, ALTHOUGH NONE WERE SEEN. DAMAGE TO RT WING AND BLOOD ON THE FRONT LDG GEAR AND TIRE. PILOT FOUND 2ND STRIKE AFTER IN",Medium,Some Cloud,Unknown bird - medium,N,0,1000.0,0,No
221551,Airplane,ROCK COUNTY,< 1000 ft,C-560,2 to 10,10,Precautionary Landing,2003-05-07,Caused damage,2,BUSINESS,Wisconsin,Climb,Fog,False,False,2-3 CANADA GEESE WERE STRUCK. RT MAIN GEAR AND RT LE WING. NEEDS INSPN. FERRIED TO MKE FOR REPAIR. SCHEDULED OUT ON 7/10/03.,Large,Overcast,Canada goose,N,0,40.0,0,No
220230,Airplane,MANASSAS REGIONAL ARPT,< 1000 ft,BE-90  KING,2 to 10,9,Aborted Take-off,2003-06-07,No damage,2,PRIVATELY OWNED,Virginia,Take-off run,"Fog, Rain",False,False,ATIS WARNING. NO DMG. REFILED AND DEPARTED.,Small,Overcast,Unknown bird - small,Y,0,0.0,0,No
217359,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,DHC8 DASH 8,2 to 10,4,Aborted Take-off,2003-06-12,No damage,2,PIEDMONT AIRLINES,South Carolina,Take-off run,,False,False,BIRDS HIT LE OF RT WING. PILOT STATED NO OBVIOUS DMG BUT A/C WAS BEING FERRIED TO CLT FOR THOROUGH INSPN.,Small,Some Cloud,Rock pigeon,N,0,0.0,0,No
219613,Airplane,COLONEL JAMES JABARA ARPT,< 1000 ft,C-310,2 to 10,7,Precautionary Landing,2003-06-19,No damage,2,BUSINESS,Kansas,Climb,,False,False,NO DMG BUT LOTS OF BLOOD,Small,No Cloud,European starling,N,0,90.0,0,No
220850,Airplane,CINCINNATI MUNI ARPT-LUNKEN FIELD,< 1000 ft,CITATION X,2 to 10,2,Precautionary Landing,2003-06-27,No damage,2,NETJETS,Ohio,Take-off run,,False,False,"PRELIM REPT BY PILOT INDICATED STRIKES ON NOSE, NOSE GEAR & INGESTION IN #1 ENG. 2 INGESTED. STRIKE AT ROTATION. LGR GATHERING OF STARLINGS IN FRESHLY MOWED GRASS ALONGSIDE OF RWY. BIRDS NOT VIZ FROM ATCT AND HAD NOT BEEN PREVIOUSLY REPTD. FOUND NO EVIDEN",Small,No Cloud,European starling,N,0,0.0,0,No
216811,Airplane,SACRAMENTO MATHER ARPT,< 1000 ft,EMB-135,2 to 10,7,Precautionary Landing,2003-06-30,No damage,2,EXECUTIVE JET MGMNT,California,Climb,,False,False,MULTIPLE STRIKE ON NLG AT LIFT-OFF. AN EMERGENCY/PREC RETN TO LAND. 6 HOURS OUT OF SVC FOR EXPANDED INSPN AND GEAR RETRACTION.,Small,No Cloud,Unknown bird - small,N,0,50.0,0,No
216826,Airplane,LUIS MUNOZ MARIN INTL -SAN JUAN,< 1000 ft,B-757-200,2 to 10,5,Aborted Take-off,2003-07-04,No damage,2,AMERICAN AIRLINES,Puerto Rico,Take-off run,Rain,False,False,BIRD REPTD AS WHITE CRANE. MOST LIKELY GREAT EGRET,Medium,Overcast,Great egret,N,0,0.0,0,Yes
216932,Airplane,THE EASTERN IOWA ARPT,< 1000 ft,EMB-135,2 to 10,6,Aborted Take-off,2003-08-12,No damage,2,AMERICAN EAGLE AIRLINES,Iowa,Take-off run,,False,False,"1 SPARROW, 1 KILLDEER. PILOT DID NOT KNOW WHERE ON A/C.  MUST HAVE BEEN LOW SINCE NO EVIDENCE ON TOPSIDE.",Small,Overcast,Killdeer,N,0,0.0,0,No
220365,Airplane,NORWOOD MEMORIAL ARPT,< 1000 ft,CITATION II,2 to 10,10,Precautionary Landing,2003-08-14,Caused damage,2,BUSINESS,Massachusetts,Take-off run,,False,False,INGESTED APPROX 20 BIRDS. LANDED W/O INCIDENT. PILOT REPTD MAJOR DMG TO ENG. 1 BENT FAN BLADE FOUND.,Small,No Cloud,Mourning dove,N,19547,0.0,0,No
